#,ML #,Change,PType,St,HOA Type,Year Built,HOA Fee Frequency,Lot Size,HOA Fee,Property Type,Close Date,Original List Price,Close Price,List Price,Original Mortgage Date,Withdrawn Date,Listing Contract Date,Days On Market,Subdivision Name,SqFt,Beds Total,Bath Total,GAR/CP/TCP,Acres,Pool YN,Address,City,Latitude,Longitude,Current Price
4001,20181717,,RESI,Active,Mandatory,2004,Annually,Less Than .5 Acre (not Zero),$875 ,Residential,,"$789,000 ",,"$789,000 ",,,10/7/2022,9,Thornberry Ridge,"3,554",4,4,3/0/3,0.18,Yes,904 Thornberry  Drive ,McKinney,33.211619,-96.71384,"$789,000 "
4001,20188481,N,RESI,Active,Mandatory,2022,Annually,1 to < 3 Acres,$420 ,Residential,,"$789,500 ",,"$789,500 ",,,10/18/2022,1,Starlight Ranch Ph Four,"3,210",3,3,3/0/3,1.004,No,6308 Vega  Road ,Godley,32.467594,-97.516304,"$789,500 "
4001,20179043,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$813 ,Residential,,"$790,000 ",,"$790,000 ",,,10/3/2022,16,Preston Hills,"3,022",4,4,2/0/2,0.19,No,9733 Polk  Street ,Frisco,33.210994,-96.795947,"$790,000 "
4001,20180459,,RESI,Active,Mandatory,1996,Annually,Less Than .5 Acre (not Zero),$550 ,Residential,,"$790,000 ",,"$790,000 ",,,10/7/2022,12,The Hills At Prestonwood Vii,"2,895",3,3,3/0/3,0.228,No,6652 Winged Foot  Way ,Plano,33.044888,-96.846903,"$790,000 "
4001,20182752,N,RESI,Active,Mandatory,2007,Annually,Less Than .5 Acre (not Zero),$595 ,Residential,,"$790,000 ",,"$790,000 ",,,10/10/2022,6,Village Of Fairview Ph II,"3,708",4,4,2/0/2,0.14,Yes,5565 Emerson  Court ,Fairview,33.139985,-96.647152,"$790,000 "
4001,20184855,N,RESI,Active,Mandatory,2000,Semi-Annual,Less Than .5 Acre (not Zero),$313 ,Residential,,"$790,000 ",,"$790,000 ",,,10/13/2022,6,Twin Creeks Ph IV B,"3,244",4,3,3/0/3,0.32,Yes,1203 Quinlan  Drive ,Allen,33.112623,-96.694723,"$790,000 "
4001,20188722,N,RESI,Active,Mandatory,2016,Annually,1 to < 3 Acres,$500 ,Residential,,"$790,000 ",,"$790,000 ",,,10/18/2022,1,Bella Flora,"3,399",4,3,3/0/3,1.3,No,12211 Bella Posto  Drive ,Fort Worth,32.642851,-97.5379,"$790,000 "
4001,20179115,N,RESI,Active,Mandatory,2016,Annually,Less Than .5 Acre (not Zero),$715 ,Residential,,"$794,000 ",,"$794,000 ",,,10/7/2022,5,Landings Ph 2,"3,707",3,3,2/0/2,0.196,No,969 Byron  Street ,Allen,33.125943,-96.684423,"$794,000 "
4001,20177188,,RESI,Active,Mandatory,2022,Quarterly,Less Than .5 Acre (not Zero),$441 ,Residential,,"$794,014 ",,"$794,014 ",,,10/4/2022,15,Windsong Ranch Ph 8,"3,291",4,5,2/0/2,0.157,No,1271 Crescent  Lane ,Prosper,33.251219,-96.863679,"$794,014 "
4001,20180645,N,RESI,Active,Mandatory,2007,Annually,.5 to < 1 Acre,$450 ,Residential,,"$794,500 ",,"$794,500 ",,,10/12/2022,7,Spring Ranch Add,"3,470",4,4,3/0/3,0.646,Yes,1172 Durango Springs  Drive ,Fort Worth,32.962708,-97.385796,"$794,500 "
4001,20177695,,RESI,Active,None,1993,,5 to < 10 Acres,,Residential,,"$795,000 ",,"$795,000 ",,,10/3/2022,16,S G Thompson Surv Abs #2433,"2,410",3,3,2/2/2002,6,Yes,944 Mary  Drive ,Weatherford,32.869632,-97.628067,"$795,000 "
4001,20180865,,RESI,Active,Mandatory,2016,Annually,1 to < 3 Acres,$350 ,Residential,,"$795,000 ",,"$795,000 ",,,10/7/2022,12,Poetry Ranch,"2,978",4,3,3/0/3,1.564,No,5021 White Pine  Drive ,Royse City,32.856256,-96.304835,"$795,000 "
4001,20181299,,RESI,Active,None,1979,,.5 to < 1 Acre,,Residential,,"$795,000 ",,"$795,000 ",,,10/7/2022,12,Ridglea Country ClubEst,"3,668",3,4,2/0/2,0.535,Yes,4405 Capra  Way ,Benbrook,32.684886,-97.435212,"$795,000 "
4001,20185091,N,RESI,Active,Mandatory,2001,Semi-Annual,Less Than .5 Acre (not Zero),$350 ,Residential,,"$795,000 ",,"$795,000 ",,,10/12/2022,6,The Lakes On Legacy Drive Ph IV,"3,732",4,4,3/0/3,0.214,No,4818 Mariner  Drive ,Frisco,33.10702,-96.846354,"$795,000 "
4001,20185190,N,RESI,Active,Mandatory,2008,Quarterly,Less Than .5 Acre (not Zero),$290 ,Residential,,"$795,000 ",,"$795,000 ",,,10/14/2022,5,EMERALD VALLEY PH 2,"4,196",4,4,2/0/2,0.128,No,2246 Legacy  Trail ,Irving,32.923903,-96.975095,"$795,000 "
4001,20186857,N,RESI,Active,Mandatory,2010,Annually,Less Than .5 Acre (not Zero),$400 ,Residential,,"$795,000 ",,"$795,000 ",,,10/14/2022,5,"Preserve Ph 3, The","3,872",5,4,2/0/2,0.452,Yes,668 Bryn Mahr  Lane ,Rockwall,32.940215,-96.472978,"$795,000 "
4001,20184261,N,RESI,Active,Mandatory,2003,Annually,Less Than .5 Acre (not Zero),$600 ,Residential,,"$796,000 ",,"$796,000 ",,,10/13/2022,5,Stacy Ridge Estates Ph 2,"3,568",4,4,3/0/3,0.22,,1813 San Carlos  Avenue ,Allen,33.12449,-96.620142,"$796,000 "
4001,20182134,$,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$562 ,Residential,,"$813,066 ",,"$798,066 ",,,10/8/2022,11,South Pointe,"3,839",5,4,3/0/3,0.195,No,2116 Horizon  Drive ,Mansfield,32.532201,-97.088551,"$798,066 "
4001,20189146,N,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$550 ,Residential,,"$798,756 ",,"$798,756 ",,,10/18/2022,1,Justin Crossing,"3,413",4,3,2/0/2,0.137,No,1112 Silverthorn  Trail ,Justin,33.068229,-97.302114,"$798,756 "
4001,20176729,,RESI,Active,Mandatory,2010,Quarterly,Less Than .5 Acre (not Zero),$212 ,Residential,,"$799,000 ",,"$799,000 ",,,10/1/2022,14,Marshall Ridge,"3,333",4,4,3/0/3,0.276,No,709 Regal  Crossing ,Keller,32.970579,-97.23683,"$799,000 "
4001,20177192,,RESI,Active,Mandatory,1983,Annually,.5 to < 1 Acre,$125 ,Residential,,"$825,000 ",,"$799,000 ",,,10/3/2022,16,port ridglea west,"2,545",4,4,/3/3,0.51,No,3921 Windings  Way ,Granbury,32.409954,-97.714027,"$799,000 "
4001,20178870,$,RESI,Active,None,2000,,1 to < 3 Acres,,Residential,,"$830,000 ",,"$799,000 ",,,10/3/2022,16,Cobb,"2,998",5,3,2/0/2,1.431,Yes,740 Carlisle  Drive ,Lake Dallas,33.114904,-97.01821,"$799,000 "
4001,20179834,,RESI,Active,None,2007,,10 to < 50 Acres,,Residential,,"$799,000 ",,"$799,000 ",,,10/5/2022,14,UNKNOWN,"1,721",3,2,4/2/2006,38,No,1985 Us Highway 271  S ,Bogata,33.439332,-95.181287,"$799,000 "
4001,20180792,,RESI,Active,None,2010,,Less Than .5 Acre (not Zero),,Residential,,"$839,000 ",,"$799,000 ",,,10/6/2022,13,L B Jones Sub,"2,573",3,3,2/0/2,0.111,No,5808 Penrose  Avenue ,Dallas,32.832044,-96.767487,"$799,000 "
4001,20180916,,RESI,Active,None,1978,,Less Than .5 Acre (not Zero),,Residential,,"$799,000 ",,"$799,000 ",,,10/6/2022,13,Richland Meadows 2nd Inst,"2,320",4,3,2/0/2,0.193,Yes,10115 Rita  Road ,Dallas,32.922477,-96.710411,"$799,000 "
4001,20181739,N,RESI,Active,None,1940,,Less Than .5 Acre (not Zero),,Residential,,"$799,000 ",,"$799,000 ",,,10/7/2022,5,Greenville Crest 02,"1,775",2,3,2/0/2,0.2,No,6038 Monticello  Avenue ,Dallas,32.826684,-96.761957,"$799,000 "
4001,20182079,,RESI,Active,Mandatory,1992,Annually,Less Than .5 Acre (not Zero),$600 ,Residential,,"$799,000 ",,"$799,000 ",,,10/8/2022,11,Oakwood Glen First Sec,"3,619",5,4,3/0/3,0.47,Yes,7621 Hove  Court ,Plano,33.080954,-96.729501,"$799,000 "
4001,20182193,,RESI,Active,None,2011,,10 to < 50 Acres,,Residential,,"$799,000 ",,"$799,000 ",,,10/8/2022,7,Southridge,"2,629",4,2,/1/1,10,No,1081 Southridge  Drive ,Mineral Wells,32.740693,-98.076666,"$799,000 "
4001,20182577,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$720 ,Residential,,"$799,000 ",,"$799,000 ",,,10/10/2022,9,The Homestead Ownsby Farms,"4,208",5,4,3/3/2003,0.215,No,3811 Windmill  Court ,Celina,33.27271,-96.785119,"$799,000 "
4001,20182590,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),"$1,000 ",Residential,,"$799,000 ",,"$799,000 ",,,10/10/2022,9,Central Park on Preston,"3,107",4,3,2/0/2,0.18,No,4929 Durham  Drive ,Plano,33.040658,-96.793767,"$799,000 "
4001,20185355,N,RESI,Active,None,2007,,5 to < 10 Acres,,Residential,,"$799,000 ",,"$799,000 ",,,10/14/2022,5,AB 257,"2,577",4,2,2/2/2002,7,Yes,6322 Fm 2210  E ,Perrin,33.020359,-97.966357,"$799,000 "
4001,20186372,N,RESI,Active,Mandatory,2001,Annually,Less Than .5 Acre (not Zero),$525 ,Residential,,"$799,000 ",,"$799,000 ",,,10/14/2022,5,CUSTER MEADOWS PHASE A,"3,954",4,4,2/0/2,0.18,No,2015 Lunenburg  Drive ,Allen,33.112701,-96.731162,"$799,000 "
4001,20181091,,RESI,Active,None,1981,,Less Than .5 Acre (not Zero),,Residential,,"$799,500 ",,"$799,500 ",,,10/7/2022,12,Holiday Estates,"2,450",4,3,0/0/0,0.3,No,4606 Marina  Court ,Granbury,32.408524,-97.72297,"$799,500 "
4001,20183622,,RESI,Active,Mandatory,2013,Quarterly,Less Than .5 Acre (not Zero),$245 ,Residential,,"$799,900 ",,"$799,900 ",,,10/12/2022,7,Viridian Village 1b,"3,154",3,4,3/0/3,0.185,No,1008 Crystal Oak  Lane ,Arlington,32.802492,-97.09165,"$799,900 "
4001,20178136,,RESI,Active,Mandatory,2021,Annually,Less Than .5 Acre (not Zero),$750 ,Residential,,"$774,901 ",,"$799,901 ",,,10/4/2022,15,Steeplechase,"3,947",4,4,3/0/3,0.25,No,223 Secretariat  Drive ,Hickory Creek,33.131123,-97.076251,"$799,901 "
4001,20176264,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$650 ,Residential,,"$799,990 ",,"$799,990 ",,,9/30/2022,19,Rockwood,"3,530",4,4,3/0/3,0.284,Yes,1804 Rockwood  Lane ,Mansfield,32.596983,-97.175409,"$799,990 "
4001,20177439,N,RESI,Active,Mandatory,2021,Annually,Less Than .5 Acre (not Zero),"$1,248 ",Residential,,"$799,990 ",,"$799,990 ",,,10/12/2022,5,Trinity Falls Planning Unit 3 Ph 2a,"3,509",5,5,3/0/3,0.174,No,8709 Cedar Basin  Drive ,McKinney,33.291028,-96.610053,"$799,990 "
4001,20185750,N,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$975 ,Residential,,"$799,990 ",,"$799,990 ",,,10/14/2022,5,The Retreat At Stonebriar Ph 2,"2,820",4,4,2/0/2,0.159,No,9707 Derbyshire  Drive ,Frisco,33.105564,-96.798054,"$799,990 "
4001,20186462,$,RESI,Active,Mandatory,2022,Quarterly,Less Than .5 Acre (not Zero),$653 ,Residential,,"$850,117 ",,"$799,990 ",,,10/14/2022,5,Canyon Falls,"3,701",5,6,2/0/2,0.32,No,11109 Aspen Leaf  Drive ,Argyle,33.081018,-97.20739,"$799,990 "
4001,20186711,N,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),"$1,572 ",Residential,,"$799,990 ",,"$799,990 ",,,10/15/2022,4,Light Farms,"3,513",4,5,3/0/3,0.22,No,1868 Ellington  Drive ,Celina,33.272753,-96.810937,"$799,990 "
4001,20177815,,RESI,Active,None,1985,,10 to < 50 Acres,,Residential,,"$800,000 ",,"$800,000 ",,,10/1/2022,18,NA,"2,720",4,3,/1/2,28.26,No,2350 Cr 321 ,Gorman,32.246088,-98.74832,"$800,000 "
4001,20177964,,RESI,Active,Mandatory,1997,Annually,1 to < 3 Acres,$215 ,Residential,,"$800,000 ",,"$800,000 ",,,10/6/2022,13,April Cove,"2,833",4,3,0/0/0,1.107,No,225 Pelican  Point ,Streetman,31.947371,-96.184169,"$800,000 "
4001,20180501,$,RESI,Active,None,2003,,10 to < 50 Acres,,Residential,,"$850,000 ",,"$800,000 ",,,10/4/2022,15,None,"3,060",1,2,0/0/0,10.163,No,5360 Temple Hall  Highway ,Granbury,32.551301,-97.739473,"$800,000 "
4001,20180861,,RESI,Active,Mandatory,2014,Monthly,Less Than .5 Acre (not Zero),$137 ,Residential,,"$800,000 ",,"$800,000 ",,,10/6/2022,13,Light Farms Ph One,"3,216",4,4,3/0/3,0.167,No,1413 Wildrye  Ridge ,Celina,33.275267,-96.804112,"$800,000 "
4001,20187338,N,RESI,Active,None,2022,,1 to < 3 Acres,,Residential,,"$802,995 ",,"$802,995 ",,,10/16/2022,3,West Farmington,"4,391",6,4,5/0/5,1.03,No,1327 West Farmington  Road ,Van Alstyne,33.466076,-96.63689,"$802,995 "
4001,20184103,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$450 ,Residential,,"$803,354 ",,"$803,354 ",,,10/11/2022,8,South Pointe,"3,233",5,4,2/0/2,0.126,No,1612 Vista  Parkway ,Mansfield,32.538924,-97.095119,"$803,354 "
4001,20180094,N,RESI,Active,Mandatory,2001,Annually,.5 to < 1 Acre,$600 ,Residential,,"$809,000 ",,"$809,000 ",,,10/14/2022,5,The Wilderness,"2,111",3,2,2/0/2,0.577,No,123 Bull Run  Drive ,Streetman,31.949084,-96.157111,"$809,000 "
4001,20176254,B,RESI,Active,Mandatory,2020,Annually,Less Than .5 Acre (not Zero),$760 ,Residential,,"$799,900 ",,"$809,900 ",,,9/30/2022,19,Concordia,"3,556",4,4,3/0/3,0.194,No,429 Harmony  Way ,Keller,32.898693,-97.243192,"$809,900 "
4001,20181817,,RESI,Active,Mandatory,2022,Annually,1 to < 3 Acres,$500 ,Residential,,"$809,900 ",,"$809,900 ",,,10/7/2022,12,Van Buren Estates,"3,042",3,3,3/0/3,1,No,114 Buchanan  Court ,Weston,33.316041,-96.662766,"$809,900 "
4001,20188971,N,RESI,Active,Mandatory,2022,Quarterly,Less Than .5 Acre (not Zero),$300 ,Residential,,"$809,955 ",,"$809,955 ",,,10/18/2022,1,Star Trail,"3,320",4,4,3/0/3,0.2,No,2371 Glen Heather  Lane ,Prosper,33.241414,-96.838054,"$809,955 "
4001,20179894,,RESI,Active,Mandatory,2021,Annually,Less Than .5 Acre (not Zero),"$1,075 ",Residential,,"$810,000 ",,"$810,000 ",,,10/5/2022,14,Inspiration,"4,227",5,4,2/2/2002,0.22,No,1410 Stellar Truth  Way ,Wylie,33.067154,-96.556467,"$810,000 "
4001,20182631,,RESI,Active,Mandatory,2022,Monthly,Less Than .5 Acre (not Zero),$150 ,Residential,,"$810,619 ",,"$810,619 ",,,10/10/2022,9,Trailwood,"3,281",4,4,3/0/3,0.225,No,4700 Valley Peak  Cove ,Flower Mound,33.052391,-97.213204,"$810,619 "
4001,20177173,,RESI,Active,Mandatory,2022,Quarterly,Less Than .5 Acre (not Zero),$441 ,Residential,,"$813,294 ",,"$813,294 ",,,10/4/2022,15,Windsong Ranch Ph 8,"3,586",5,6,2/0/2,0.157,No,1301 Crescent  Lane ,Prosper,33.251813,-96.863365,"$813,294 "
4001,20178261,$,RESI,Active,Mandatory,2018,Annually,1 to < 3 Acres,$550 ,Residential,,"$825,000 ",,"$814,900 ",,,10/4/2022,15,Mockingbird Spgs Ph 1,"3,007",4,4,3/0/3,1,Yes,1750 Rustic  Ridge ,Midlothian,32.502119,-96.922321,"$814,900 "
4001,20179825,,RESI,Active,Mandatory,2011,Annually,Less Than .5 Acre (not Zero),$100 ,Residential,,"$815,000 ",,"$815,000 ",,,10/1/2022,18,Timber Bay,"2,329",4,3,2/0/2,0.169,No,178 Bay  Drive ,Mabank,32.255443,-96.102214,"$815,000 "
4001,20180623,,RESI,Active,Mandatory,2022,Semi-Annual,Less Than .5 Acre (not Zero),$438 ,Residential,,"$817,630 ",,"$817,630 ",,,10/6/2022,13,Lilyana,"3,665",5,4,3/0/3,0.223,No,3508 Hyacinth  Way ,Prosper,33.276133,-96.756568,"$817,630 "
4001,20183101,,RESI,Active,None,1926,,Less Than .5 Acre (not Zero),,Residential,,"$824,900 ",,"$824,900 ",,,10/10/2022,9,Greenland Hills Hill Top Sec,"1,685",3,2,/0/0,0.166,No,5210 Ridgedale  Avenue ,Dallas,32.825203,-96.781872,"$824,900 "
4001,20182436,,RESI,Active,Mandatory,2013,Monthly,.5 to < 1 Acre,$120 ,Residential,,"$824,990 ",,"$824,990 ",,,10/10/2022,9,Seis Lagos Ph 4,"3,273",4,4,2/0/2,0.62,No,107 Cordero  Trail ,Wylie,33.071278,-96.561062,"$824,990 "
4001,20178275,,RESI,Active,None,1985,,1 to < 3 Acres,,Residential,,"$825,000 ",,"$825,000 ",,,10/7/2022,12,Moreland Manor Add,"3,444",4,3,3/0/3,1.35,No,605 Castleman  Court ,Keller,32.942765,-97.206794,"$825,000 "
4001,20179920,,RESI,Active,Mandatory,2008,Annually,1 to < 3 Acres,$971 ,Residential,,"$825,000 ",,"$825,000 ",,,10/7/2022,12,Villages At Cross Roads,"4,329",5,5,3/0/3,1.002,No,120 Las Colinas  Trail ,Cross Roads,33.232768,-96.984965,"$825,000 "
4001,20181990,,RESI,Active,None,2008,,3 to < 5 Acres,,Residential,,"$825,000 ",,"$825,000 ",,,10/9/2022,10,Roby Leonard,"3,835",4,4,3/0/3,3.247,Yes,3568 Ranchwood  Circle ,Greenville,33.049525,-96.099578,"$825,000 "
4001,20185464,N,RESI,Active,Mandatory,2007,Annually,Less Than .5 Acre (not Zero),$290 ,Residential,,"$825,000 ",,"$825,000 ",,,10/13/2022,5,Silver Lake Estates Add,"3,345",4,4,2/0/2,0.268,No,800 Spring Creek  Drive ,Grapevine,32.947226,-97.074614,"$825,000 "
4001,20186260,N,RESI,Active,Mandatory,2004,Annually,1 to < 3 Acres,$300 ,Residential,,"$825,000 ",,"$825,000 ",,,10/14/2022,1,Old Farmhouse Estates Sec II,"4,464",4,4,3/0/3,1.117,No,4020 Wisteria  Trail ,Midlothian,32.53092,-96.942266,"$825,000 "
4001,20187221,N,RESI,Active,Mandatory,2023,Annually,.5 to < 1 Acre,"$1,250 ",Residential,,"$825,000 ",,"$825,000 ",,,10/15/2022,4,Northglen Ph 2,"3,207",4,4,3/3/2003,0.51,No,335 Broadmoor  Drive ,Haslet,32.939881,-97.355448,"$825,000 "
4001,20186096,N,RESI,Active,None,1969,,Less Than .5 Acre (not Zero),,Residential,,"$829,000 ",,"$829,000 ",,,10/14/2022,5,Tamarack,"2,520",4,3,2/0/2,0.232,No,4031 Candlenut  Lane ,Dallas,32.920005,-96.841666,"$829,000 "
4001,20184661,$,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$880 ,Residential,,"$849,448 ",,"$829,448 ",,,10/12/2022,7,FRONTIER ESTATES,"2,954",4,3,2/2/2002,0.28,No,1801 Tombstone  Drive ,Prosper,33.260968,-96.77696,"$829,448 "
4001,20178526,,RESI,Active,Mandatory,2022,Semi-Annual,.5 to < 1 Acre,$660 ,Residential,,"$843,900 ",,"$829,900 ",,,10/4/2022,15,SONOMA VERDE,"3,295",4,4,3/0/3,0.507,No,1638 Ripasso  Way ,Rockwall,32.848638,-96.363712,"$829,900 "
4001,20186977,N,RESI,Active,Mandatory,2020,Annually,Less Than .5 Acre (not Zero),$524 ,Residential,,"$829,900 ",,"$829,900 ",,,10/14/2022,5,Frisco Hills Ph 2,"3,415",4,3,2/0/2,0.13,No,1617 Frisco Hills  Boulevard ,Little Elm,33.200082,-96.901838,"$829,900 "
4001,20184878,$,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),"$1,300 ",Residential,,"$849,999 ",,"$829,999 ",,,10/12/2022,7,Bradford Park,"3,034",4,4,3/0/3,0.217,No,5317 Bradford Green  Trail ,Flower Mound,33.058574,-97.080697,"$829,999 "
4001,20179577,,RESI,Active,Mandatory,2023,Monthly,Less Than .5 Acre (not Zero),$63 ,Residential,,"$833,041 ",,"$833,041 ",,,10/5/2022,14,Auburn Hills,"3,997",4,5,3/0/3,0.179,No,2301 Portsmouth  Drive ,McKinney,33.224319,-96.693699,"$833,041 "
4001,20180743,,RESI,Active,Mandatory,2021,Quarterly,Less Than .5 Acre (not Zero),$204 ,Residential,,"$834,000 ",,"$834,000 ",,,10/7/2022,12,Sandbrock Ranch,"4,354",5,6,3/3/2003,0.23,No,1604 Hanoverian  Lane ,Aubrey,33.267094,-96.903329,"$834,000 "
4001,20189024,N,RESI,Active,Mandatory,2022,Quarterly,Zero Lot,$350 ,Residential,,"$834,664 ",,"$834,664 ",,,10/18/2022,1,Edgewater in the River District,"2,949",3,4,2/0/2,0.034,No,4901 Hidden Grove  Drive ,Fort Worth,32.757835,-97.396344,"$834,664 "
4001,20178641,,RESI,Active,Mandatory,2022,Semi-Annual,.5 to < 1 Acre,$660 ,Residential,,"$849,900 ",,"$834,900 ",,,10/4/2022,15,Sonoma Verde,"3,334",4,4,3/0/3,0.503,No,1551 Ripasso  Way ,Rockwall,32.846396,-96.363692,"$834,900 "
4001,20181491,N,RESI,Active,None,1984,,1 to < 3 Acres,,Residential,,"$835,000 ",,"$835,000 ",,,10/7/2022,6,,"4,009",4,4,3/0/3,2.628,,2800  N Kimball  Avenue ,Southlake,32.968611,-97.117235,"$835,000 "
4001,20183138,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$900 ,Residential,,"$836,659 ",,"$836,659 ",,,10/10/2022,9,Edgewater,"3,756",5,4,2/0/2,0.126,No,441 Bassett Hall  Road ,Fate,32.918877,-96.368442,"$836,659 "
4001,20186677,$,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$700 ,Residential,,"$838,010 ",,"$838,010 ",,,10/14/2022,5,Liberty 65,"3,610",4,5,3/0/3,0.16,No,2708 Garrison  Drive ,Melissa,33.299681,-96.55713,"$838,010 "
4001,20183360,,RESI,Active,Mandatory,2022,Quarterly,Less Than .5 Acre (not Zero),$652 ,Residential,,"$845,000 ",,"$845,000 ",,,10/11/2022,8,Canyon Falls Vlg 20-Ar,"4,214",5,5,2/0/2,0.209,No,10625 Smoky Oak  Trail ,Argyle,33.082453,-97.208164,"$845,000 "
4001,20181706,,RESI,Active,Mandatory,2022,Semi-Annual,Less Than .5 Acre (not Zero),$438 ,Residential,,"$846,155 ",,"$846,155 ",,,10/7/2022,12,Lilyana,"3,639",5,4,3/0/3,0.223,No,3804 Basketflower  Way ,Prosper,33.27254,-96.756647,"$846,155 "
4001,20180603,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),"$1,200 ",Residential,,"$846,900 ",,"$846,900 ",,,10/6/2022,13,The Tribute,"2,530",4,3,3/0/3,0.137,No,8416 Wembley ,The Colony,33.118581,-96.915174,"$846,900 "
4001,20176354,,RESI,Active,Mandatory,1997,Annually,Less Than .5 Acre (not Zero),$950 ,Residential,,"$849,000 ",,"$849,000 ",,,10/7/2022,12,Carriage Glenn At Bridlewood,"3,672",4,4,3/0/3,0.265,Yes,3608 Austin  Court ,Flower Mound,33.043486,-97.086253,"$849,000 "
4001,20176581,$,RESI,Active,Mandatory,2019,Semi-Annual,Less Than .5 Acre (not Zero),$600 ,Residential,,"$910,000 ",,"$849,000 ",,,10/1/2022,18,Westbury Tribute Ph 3a,"3,966",5,5,3/0/3,0.168,No,8245 Western ,The Colony,33.116898,-96.923169,"$849,000 "
4001,20180534,,RESI,Active,Mandatory,2009,Annually,Less Than .5 Acre (not Zero),$900 ,Residential,,"$889,000 ",,"$849,000 ",,,10/7/2022,12,Bourland Oaks,"3,712",4,3,3/0/0,0.32,No,445 Settlers Ridge  Drive ,Keller,32.943966,-97.243825,"$849,000 "
4001,20180706,N,RESI,Active,Mandatory,2001,Monthly,Less Than .5 Acre (not Zero),$128 ,Residential,,"$849,000 ",,"$849,000 ",4/1/2020,,10/12/2022,6,Wisteria Addition,"4,555",5,4,2/0/2,0.276,Yes,8707 Kameryn  Lane ,Lantana,33.090806,-97.122687,"$849,000 "
4001,20180763,,RESI,Active,Mandatory,2006,Annually,Less Than .5 Acre (not Zero),$875 ,Residential,,"$849,000 ",,"$849,000 ",,,10/6/2022,13,Village Creek #04,"4,091",4,4,3/0/3,0.22,No,2117 Hobkirks  Hill ,McKinney,33.162874,-96.649212,"$849,000 "
4001,20183205,N,RESI,Active,None,1954,,Less Than .5 Acre (not Zero),,Residential,,"$849,000 ",,"$849,000 ",,,10/14/2022,2,Glenridge Estates,"2,086",3,2,2/0/2,0.305,No,4180 Willow Grove  Road ,Dallas,32.877595,-96.839353,"$849,000 "
4001,20185157,N,RESI,Active,None,1984,,5 to < 10 Acres,,Residential,,"$849,000 ",,"$849,000 ",,,10/13/2022,6,Country Club Estates,"4,271",5,4,3/0/3,6.41,Yes,2312 Country Club  Drive ,Canton,32.585949,-95.863288,"$849,000 "
4001,20187457,N,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$990 ,Residential,,"$849,000 ",,"$849,000 ",,,10/16/2022,3,Oglethorpe Village A,"3,735",5,4,2/0/0,0.146,No,1301 Sea Island  Road ,Savannah,33.22685,-96.918424,"$849,000 "
4001,20177945,,RESI,Active,Mandatory,2018,Annually,Less Than .5 Acre (not Zero),$650 ,Residential,,"$849,900 ",,"$849,900 ",,,10/3/2022,15,The Ridge At Indian Creek,"4,050",5,6,2/0/2,0.138,No,1023 Caprock  Lane ,Carrollton,33.036887,-96.919752,"$849,900 "
4001,20180709,,RESI,Active,None,2017,,5 to < 10 Acres,,Residential,,"$849,900 ",,"$849,900 ",,,10/7/2022,12,Sweetwater Springs,"3,125",4,4,2/2/2004,5.266,Yes,165 River Rock  Court ,Poolville,32.927477,-97.878683,"$849,900 "
4001,20182998,,RESI,Active,Mandatory,2004,Annually,Less Than .5 Acre (not Zero),$415 ,Residential,,"$849,900 ",,"$849,900 ",8/19/2004,,10/10/2022,9,Country Brook Estates Ph II,"4,070",5,4,3/0/3,0.27,Yes,1507 Winterbrook  Court ,Allen,33.121419,-96.611834,"$849,900 "
4001,20183581,,RESI,Active,None,2003,,1 to < 3 Acres,,Residential,,"$849,900 ",,"$849,900 ",,,10/11/2022,8,Lc Ranch-South Ph 2,"4,652",6,4,3/0/3,1.76,Yes,6175 Indian Paint  Trail ,Aubrey,33.274763,-97.026424,"$849,900 "
4001,20187425,N,RESI,Active,None,2022,,Less Than .5 Acre (not Zero),,Residential,,"$849,900 ",,"$849,900 ",,,10/18/2022,1,Northbrook Estates,"3,610",5,5,2/0/2,0.154,No,4612 Parkridge ,Plano,33.080998,-96.786898,"$849,900 "
4001,20186971,N,RESI,Active,Mandatory,1999,Semi-Annual,Less Than .5 Acre (not Zero),$398 ,Residential,,"$849,987 ",,"$849,987 ",,,10/14/2022,5,Towne View Estate Ph I,"4,055",5,4,3/0/3,0.347,Yes,2325 Heather Ridge  Drive ,Flower Mound,33.011924,-97.065953,"$849,987 "
